"","gene2","cluster","avg_log2FC","gene"
"67447","LAMB2","Astrocyte",1.304293469,"ENSG00000172037"
"67451","LDHAP4","Astrocyte",-2.375182573,NA
"67453","LDLRAD3","Astrocyte",1.404569265,"ENSG00000179241"
"67456","LGALS3BP","Astrocyte",1.086348,"ENSG00000108679"
"67457","LGI1","Astrocyte",2.961610262,"ENSG00000108231"
"67458","LGR6","Astrocyte",4.130506555,"ENSG00000133067"
"67459","LHX2","Astrocyte",1.103037406,"ENSG00000106689"
"67460","LIFR","Astrocyte",1.039978359,"ENSG00000113594"
"67461","LIMA1","Astrocyte",1.398177807,"ENSG00000050405"
"67462","LIN7C","Astrocyte",-1.252777803,"ENSG00000148943"
"67463","LINC00943","Astrocyte",3.264071434,"ENSG00000189238"
"67464","LINC01138","Astrocyte",1.218922196,"ENSG00000274020"
"67465","LINC01351","Astrocyte",2.429950001,"ENSG00000237457"
"67466","LITAF","Astrocyte",1.436619677,"ENSG00000189067"
"67467","LIX1","Astrocyte",2.213988622,"ENSG00000145721"
"67468","LPAR2","Astrocyte",-3.742640727,"ENSG00000064547"
"67472","LPP","Astrocyte",1.153697956,"ENSG00000145012"
"67473","LRIG1","Astrocyte",2.538881234,"ENSG00000144749"
"67476","LRP4","Astrocyte",1.766067729,"ENSG00000134569"
"67477","LRRC16A","Astrocyte",1.390884824,"ENSG00000079691"
"67478","LRRC17","Astrocyte",1.613022215,"ENSG00000128606"
"67479","LRRC4C","Astrocyte",3.069999411,"ENSG00000148948"
"67480","LRRC7","Astrocyte",-1.837107622,"ENSG00000033122"
"67483","LRRTM3","Astrocyte",2.21172142,"ENSG00000198739"
"67487","LUZP2","Astrocyte",2.938676731,"ENSG00000187398"
"67488","LYN","Astrocyte",1.729044987,"ENSG00000254087"
"67489","LYPD1","Astrocyte",1.595048875,"ENSG00000150551"
"67491","MAGI2.AS3","Astrocyte",1.315121907,NA
"67493","MAML2","Astrocyte",2.083845925,"ENSG00000184384"
"67494","MAP1B","Astrocyte",-1.374305034,"ENSG00000131711"
"67495","MAP3K1","Astrocyte",2.207170315,"ENSG00000095015"
"67496","MAP6","Astrocyte",-3.245033574,"ENSG00000171533"
"67498","MASP1","Astrocyte",1.982645184,"ENSG00000127241"
"67500","MCC","Astrocyte",2.020829071,"ENSG00000171444"
"67501","MCCC2","Astrocyte",1.024979603,"ENSG00000131844"
"67506","MEIS1","Astrocyte",1.2652066,"ENSG00000143995"
"67508","METTL7A","Astrocyte",2.181693891,"ENSG00000185432"
"67510","MEX3A","Astrocyte",-1.234425279,"ENSG00000254726"
"67511","MFGE8","Astrocyte",1.24245432,"ENSG00000140545"
"67512","MIAT","Astrocyte",-1.749509282,"ENSG00000225783"
"67513","MIR124.2HG","Astrocyte",-2.765730316,NA
"67514","MIR6723","Astrocyte",-1.130284649,NA
"67515","MLC1","Astrocyte",2.121876719,"ENSG00000100427"
"67517","MLLT11","Astrocyte",-1.398074018,"ENSG00000213190"
"67521","MPC1","Astrocyte",1.130796941,"ENSG00000060762"
"67522","MPPED1","Astrocyte",-2.615684763,"ENSG00000186732"
"67525","MSMO1","Astrocyte",1.048982449,"ENSG00000052802"
"67528","MT.ND3","Astrocyte",1.031218069,NA
"67531","MT1E","Astrocyte",2.205031488,"ENSG00000169715"
"67533","MT2A","Astrocyte",1.303487945,"ENSG00000125148"
"67534","MT3","Astrocyte",4.024097335,"ENSG00000087250"
"67535","MTMR10","Astrocyte",2.57091135,"ENSG00000166912"
"67536","MTND1P23","Astrocyte",-2.50804642,"ENSG00000225972"
"67537","MTND4P12","Astrocyte",1.455894794,"ENSG00000247627"
"67539","MTRNR2L8","Astrocyte",1.345919956,NA
"67541","MYO10","Astrocyte",1.282844258,"ENSG00000145555"
"67542","MYO1E","Astrocyte",2.270067469,"ENSG00000157483"
"67543","MYO6","Astrocyte",1.092171207,"ENSG00000196586"
"67544","MYT1L","Astrocyte",-2.63734799,"ENSG00000186487"
"67546","NACC2","Astrocyte",1.553658408,"ENSG00000148411"
"67547","NADK2","Astrocyte",1.367894656,"ENSG00000152620"
"67548","NAV3","Astrocyte",-1.135085024,"ENSG00000067798"
"67553","NBPF14","Astrocyte",1.226096254,"ENSG00000270629"
"67556","NCAN","Astrocyte",1.752985203,"ENSG00000130287"
"67558","NDRG1","Astrocyte",-2.664177545,"ENSG00000104419"
"67559","NDRG2","Astrocyte",2.111179134,"ENSG00000165795"
"67566","NEDD4L","Astrocyte",-2.859748468,"ENSG00000049759"
"67568","NEK6","Astrocyte",1.237137184,"ENSG00000119408"
"67569","NELL2","Astrocyte",-4.297079273,"ENSG00000184613"
"67570","NEUROD2","Astrocyte",-1.580077975,"ENSG00000171532"
"67571","NEUROD6","Astrocyte",-5.000006585,"ENSG00000164600"
"67576","NLGN4X","Astrocyte",1.562639306,"ENSG00000146938"
"67577","NNAT","Astrocyte",-1.069902547,"ENSG00000053438"
"67578","NOG","Astrocyte",1.519176088,"ENSG00000183691"
"67580","NOTCH2","Astrocyte",1.335637218,"ENSG00000134250"
"67581","NOTCH3","Astrocyte",1.391353681,"ENSG00000074181"
"67582","NOVA1","Astrocyte",1.225641211,"ENSG00000139910"
"67585","NPNT","Astrocyte",4.021480259,"ENSG00000168743"
"67586","NRBP2","Astrocyte",2.208325525,"ENSG00000185189"
"67589","NRXN3","Astrocyte",-3.076311904,"ENSG00000021645"
"67591","NTNG1","Astrocyte",1.096791729,"ENSG00000162631"
"67592","NTRK2","Astrocyte",1.930430451,"ENSG00000148053"
"67594","NUP93","Astrocyte",-2.483462787,"ENSG00000102900"
"67595","OAT","Astrocyte",1.344393657,"ENSG00000065154"
"67597","ODF2L","Astrocyte",-1.857630438,"ENSG00000122417"
"67598","OGFRL1","Astrocyte",1.424436071,"ENSG00000119900"
"67600","OLIG1","Astrocyte",3.254980386,"ENSG00000184221"
"67601","OLIG2","Astrocyte",1.955879731,"ENSG00000205927"
"67603","P2RY1","Astrocyte",2.30408663,"ENSG00000169860"
"67604","PAFAH1B3","Astrocyte",-2.053245123,"ENSG00000079462"
"67605","PAK1","Astrocyte",-2.054864699,"ENSG00000149269"
"67606","PAK3","Astrocyte",-1.373544733,"ENSG00000077264"
"67607","PAK7","Astrocyte",-4.150484386,"ENSG00000101349"
"67609","PAQR8","Astrocyte",2.194887072,"ENSG00000170915"
"67610","PARD3","Astrocyte",1.937573154,"ENSG00000148498"
"67611","PARP14","Astrocyte",1.85742584,"ENSG00000173193"
"67612","PARP9","Astrocyte",2.323129331,"ENSG00000138496"
"67614","PBRM1","Astrocyte",-1.076459289,"ENSG00000163939"
"67615","PBX1","Astrocyte",-1.179477486,"ENSG00000185630"
